population_statistics,調査年,標準地域コード,町丁字コード,都道府県名,市区町村名,行政区名,大字・町名,字・丁目名,最少年齢,最大年齢,人口,男性人口,女性人口,備考
statistical_population_data_1013,2021,182028,,福井県,敦賀市,,,,0,0,446,214,232,
statistical_population_data_1014,2021,182028,,福井県,敦賀市,,,,1,1,444,218,226,
statistical_population_data_1015,2021,182028,,福井県,敦賀市,,,,2,2,435,224,211,
statistical_population_data_1016,2021,182028,,福井県,敦賀市,,,,3,3,487,266,221,
statistical_population_data_1017,2021,182028,,福井県,敦賀市,,,,4,4,526,287,239,
statistical_population_data_1018,2021,182028,,福井県,敦賀市,,,,5,5,524,275,249,
statistical_population_data_1019,2021,182028,,福井県,敦賀市,,,,6,6,541,271,270,
statistical_population_data_1020,2021,182028,,福井県,敦賀市,,,,7,7,557,285,272,
statistical_population_data_1021,2021,182028,,福井県,敦賀市,,,,8,8,571,281,290,
statistical_population_data_1022,2021,182028,,福井県,敦賀市,,,,9,9,565,293,272,
statistical_population_data_1023,2021,182028,,福井県,敦賀市,,,,10,10,598,293,305,
statistical_population_data_1024,2021,182028,,福井県,敦賀市,,,,11,11,607,326,281,
statistical_population_data_1025,2021,182028,,福井県,敦賀市,,,,12,12,580,291,289,
statistical_population_data_1026,2021,182028,,福井県,敦賀市,,,,13,13,626,298,328,
statistical_population_data_1027,2021,182028,,福井県,敦賀市,,,,14,14,623,318,305,
statistical_population_data_1028,2021,182028,,福井県,敦賀市,,,,15,15,626,351,275,
statistical_population_data_1029,2021,182028,,福井県,敦賀市,,,,16,16,574,294,280,
statistical_population_data_1030,2021,182028,,福井県,敦賀市,,,,17,17,630,315,315,
statistical_population_data_1031,2021,182028,,福井県,敦賀市,,,,18,18,635,316,319,
statistical_population_data_1032,2021,182028,,福井県,敦賀市,,,,19,19,611,302,309,
statistical_population_data_1033,2021,182028,,福井県,敦賀市,,,,20,20,668,336,332,
statistical_population_data_1034,2021,182028,,福井県,敦賀市,,,,21,21,606,318,288,
statistical_population_data_1035,2021,182028,,福井県,敦賀市,,,,22,22,635,361,274,
statistical_population_data_1036,2021,182028,,福井県,敦賀市,,,,23,23,605,340,265,
statistical_population_data_1037,2021,182028,,福井県,敦賀市,,,,24,24,595,338,257,
statistical_population_data_1038,2021,182028,,福井県,敦賀市,,,,25,25,547,306,241,
statistical_population_data_1039,2021,182028,,福井県,敦賀市,,,,26,26,546,295,251,
statistical_population_data_1040,2021,182028,,福井県,敦賀市,,,,27,27,588,342,246,
statistical_population_data_1041,2021,182028,,福井県,敦賀市,,,,28,28,621,334,287,
statistical_population_data_1042,2021,182028,,福井県,敦賀市,,,,29,29,556,299,257,
statistical_population_data_1043,2021,182028,,福井県,敦賀市,,,,30,30,564,303,261,
statistical_population_data_1044,2021,182028,,福井県,敦賀市,,,,31,31,663,360,303,
statistical_population_data_1045,2021,182028,,福井県,敦賀市,,,,32,32,670,359,311,
statistical_population_data_1046,2021,182028,,福井県,敦賀市,,,,33,33,615,319,296,
statistical_population_data_1047,2021,182028,,福井県,敦賀市,,,,34,34,691,356,335,
statistical_population_data_1048,2021,182028,,福井県,敦賀市,,,,35,35,681,363,318,
statistical_population_data_1049,2021,182028,,福井県,敦賀市,,,,36,36,744,360,384,
statistical_population_data_1050,2021,182028,,福井県,敦賀市,,,,37,37,748,379,369,
statistical_population_data_1051,2021,182028,,福井県,敦賀市,,,,38,38,765,401,364,
statistical_population_data_1052,2021,182028,,福井県,敦賀市,,,,39,39,710,386,324,
statistical_population_data_1053,2021,182028,,福井県,敦賀市,,,,40,40,807,408,399,
statistical_population_data_1054,2021,182028,,福井県,敦賀市,,,,41,41,792,419,373,
statistical_population_data_1055,2021,182028,,福井県,敦賀市,,,,42,42,782,406,376,
statistical_population_data_1056,2021,182028,,福井県,敦賀市,,,,43,43,827,443,384,
statistical_population_data_1057,2021,182028,,福井県,敦賀市,,,,44,44,858,442,416,
statistical_population_data_1058,2021,182028,,福井県,敦賀市,,,,45,45,970,502,468,
statistical_population_data_1059,2021,182028,,福井県,敦賀市,,,,46,46,975,500,475,
statistical_population_data_1060,2021,182028,,福井県,敦賀市,,,,47,47,966,489,477,
statistical_population_data_1061,2021,182028,,福井県,敦賀市,,,,48,48,1057,532,525,
statistical_population_data_1062,2021,182028,,福井県,敦賀市,,,,49,49,1004,504,500,
statistical_population_data_1063,2021,182028,,福井県,敦賀市,,,,50,50,928,478,450,
statistical_population_data_1064,2021,182028,,福井県,敦賀市,,,,51,51,885,436,449,
statistical_population_data_1065,2021,182028,,福井県,敦賀市,,,,52,52,881,451,430,
statistical_population_data_1066,2021,182028,,福井県,敦賀市,,,,53,53,863,444,419,
statistical_population_data_1067,2021,182028,,福井県,敦賀市,,,,54,54,899,444,455,
statistical_population_data_1068,2021,182028,,福井県,敦賀市,,,,55,55,626,319,307,
statistical_population_data_1069,2021,182028,,福井県,敦賀市,,,,56,56,845,436,409,
statistical_population_data_1070,2021,182028,,福井県,敦賀市,,,,57,57,856,435,421,
statistical_population_data_1071,2021,182028,,福井県,敦賀市,,,,58,58,803,400,403,
statistical_population_data_1072,2021,182028,,福井県,敦賀市,,,,59,59,841,418,423,
statistical_population_data_1073,2021,182028,,福井県,敦賀市,,,,60,60,797,431,366,
statistical_population_data_1074,2021,182028,,福井県,敦賀市,,,,61,61,812,391,421,
statistical_population_data_1075,2021,182028,,福井県,敦賀市,,,,62,62,871,441,430,
statistical_population_data_1076,2021,182028,,福井県,敦賀市,,,,63,63,797,416,381,
statistical_population_data_1077,2021,182028,,福井県,敦賀市,,,,64,64,784,387,397,
statistical_population_data_1078,2021,182028,,福井県,敦賀市,,,,65,65,909,447,462,
statistical_population_data_1079,2021,182028,,福井県,敦賀市,,,,66,66,889,448,441,
statistical_population_data_1080,2021,182028,,福井県,敦賀市,,,,67,67,816,422,394,
statistical_population_data_1081,2021,182028,,福井県,敦賀市,,,,68,68,921,456,465,
statistical_population_data_1082,2021,182028,,福井県,敦賀市,,,,69,69,914,449,465,
statistical_population_data_1083,2021,182028,,福井県,敦賀市,,,,70,70,929,457,472,
statistical_population_data_1084,2021,182028,,福井県,敦賀市,,,,71,71,1079,506,573,
statistical_population_data_1085,2021,182028,,福井県,敦賀市,,,,72,72,1141,569,572,
statistical_population_data_1086,2021,182028,,福井県,敦賀市,,,,73,73,1073,503,570,
statistical_population_data_1087,2021,182028,,福井県,敦賀市,,,,74,74,960,450,510,
statistical_population_data_1088,2021,182028,,福井県,敦賀市,,,,75,75,537,246,291,
statistical_population_data_1089,2021,182028,,福井県,敦賀市,,,,76,76,588,277,311,
statistical_population_data_1090,2021,182028,,福井県,敦賀市,,,,77,77,693,297,396,
statistical_population_data_1091,2021,182028,,福井県,敦賀市,,,,78,78,707,311,396,
statistical_population_data_1092,2021,182028,,福井県,敦賀市,,,,79,79,674,294,380,
statistical_population_data_1093,2021,182028,,福井県,敦賀市,,,,80,80,590,263,327,
statistical_population_data_1094,2021,182028,,福井県,敦賀市,,,,81,81,533,215,318,
statistical_population_data_1095,2021,182028,,福井県,敦賀市,,,,82,82,451,187,264,
statistical_population_data_1096,2021,182028,,福井県,敦賀市,,,,83,83,489,198,291,
statistical_population_data_1097,2021,182028,,福井県,敦賀市,,,,84,84,480,187,293,
statistical_population_data_1098,2021,182028,,福井県,敦賀市,,,,85,85,488,165,323,
statistical_population_data_1099,2021,182028,,福井県,敦賀市,,,,86,86,416,137,279,
statistical_population_data_1100,2021,182028,,福井県,敦賀市,,,,87,87,385,122,263,
statistical_population_data_1101,2021,182028,,福井県,敦賀市,,,,88,88,351,123,228,
statistical_population_data_1102,2021,182028,,福井県,敦賀市,,,,89,89,375,113,262,
statistical_population_data_1103,2021,182028,,福井県,敦賀市,,,,90,,1487,396,1091,
statistical_population_data_1104,2021,182028,,福井県,敦賀市,,,,0,,64425,31783,32642,
statistical_population_data_1105,2022,182028,,福井県,敦賀市,,,,0,0,410,196,214,
statistical_population_data_1106,2022,182028,,福井県,敦賀市,,,,1,1,448,221,227,
statistical_population_data_1107,2022,182028,,福井県,敦賀市,,,,2,2,438,215,223,
statistical_population_data_1108,2022,182028,,福井県,敦賀市,,,,3,3,435,223,212,
statistical_population_data_1109,2022,182028,,福井県,敦賀市,,,,4,4,483,264,219,
statistical_population_data_1110,2022,182028,,福井県,敦賀市,,,,5,5,525,286,239,
statistical_population_data_1111,2022,182028,,福井県,敦賀市,,,,6,6,520,271,249,
statistical_population_data_1112,2022,182028,,福井県,敦賀市,,,,7,7,533,267,266,
statistical_population_data_1113,2022,182028,,福井県,敦賀市,,,,8,8,557,288,269,
statistical_population_data_1114,2022,182028,,福井県,敦賀市,,,,9,9,565,275,290,
statistical_population_data_1115,2022,182028,,福井県,敦賀市,,,,10,10,564,290,274,
statistical_population_data_1116,2022,182028,,福井県,敦賀市,,,,11,11,597,291,306,
statistical_population_data_1117,2022,182028,,福井県,敦賀市,,,,12,12,606,325,281,
statistical_population_data_1118,2022,182028,,福井県,敦賀市,,,,13,13,580,291,289,
statistical_population_data_1119,2022,182028,,福井県,敦賀市,,,,14,14,624,297,327,
statistical_population_data_1120,2022,182028,,福井県,敦賀市,,,,15,15,623,320,303,
statistical_population_data_1121,2022,182028,,福井県,敦賀市,,,,16,16,625,351,274,
statistical_population_data_1122,2022,182028,,福井県,敦賀市,,,,17,17,575,295,280,
statistical_population_data_1123,2022,182028,,福井県,敦賀市,,,,18,18,627,311,316,
statistical_population_data_1124,2022,182028,,福井県,敦賀市,,,,19,19,621,312,309,
statistical_population_data_1125,2022,182028,,福井県,敦賀市,,,,20,20,611,308,303,
statistical_population_data_1126,2022,182028,,福井県,敦賀市,,,,21,21,678,352,326,
statistical_population_data_1127,2022,182028,,福井県,敦賀市,,,,22,22,574,300,274,
statistical_population_data_1128,2022,182028,,福井県,敦賀市,,,,23,23,618,348,270,
statistical_population_data_1129,2022,182028,,福井県,敦賀市,,,,24,24,601,334,267,
statistical_population_data_1130,2022,182028,,福井県,敦賀市,,,,25,25,605,345,260,
statistical_population_data_1131,2022,182028,,福井県,敦賀市,,,,26,26,554,310,244,
statistical_population_data_1132,2022,182028,,福井県,敦賀市,,,,27,27,569,310,259,
statistical_population_data_1133,2022,182028,,福井県,敦賀市,,,,28,28,582,329,253,
statistical_population_data_1134,2022,182028,,福井県,敦賀市,,,,29,29,626,354,272,
statistical_population_data_1135,2022,182028,,福井県,敦賀市,,,,30,30,568,299,269,
statistical_population_data_1136,2022,182028,,福井県,敦賀市,,,,31,31,567,302,265,
statistical_population_data_1137,2022,182028,,福井県,敦賀市,,,,32,32,644,335,309,
statistical_population_data_1138,2022,182028,,福井県,敦賀市,,,,33,33,666,359,307,
statistical_population_data_1139,2022,182028,,福井県,敦賀市,,,,34,34,590,306,284,
statistical_population_data_1140,2022,182028,,福井県,敦賀市,,,,35,35,692,360,332,
statistical_population_data_1141,2022,182028,,福井県,敦賀市,,,,36,36,690,372,318,
statistical_population_data_1142,2022,182028,,福井県,敦賀市,,,,37,37,736,356,380,
statistical_population_data_1143,2022,182028,,福井県,敦賀市,,,,38,38,728,367,361,
statistical_population_data_1144,2022,182028,,福井県,敦賀市,,,,39,39,757,393,364,
statistical_population_data_1145,2022,182028,,福井県,敦賀市,,,,40,40,726,397,329,
statistical_population_data_1146,2022,182028,,福井県,敦賀市,,,,41,41,796,403,393,
statistical_population_data_1147,2022,182028,,福井県,敦賀市,,,,42,42,790,416,374,
statistical_population_data_1148,2022,182028,,福井県,敦賀市,,,,43,43,771,395,376,
statistical_population_data_1149,2022,182028,,福井県,敦賀市,,,,44,44,830,449,381,
statistical_population_data_1150,2022,182028,,福井県,敦賀市,,,,45,45,864,444,420,
statistical_population_data_1151,2022,182028,,福井県,敦賀市,,,,46,46,959,496,463,
statistical_population_data_1152,2022,182028,,福井県,敦賀市,,,,47,47,971,494,477,
statistical_population_data_1153,2022,182028,,福井県,敦賀市,,,,48,48,961,484,477,
statistical_population_data_1154,2022,182028,,福井県,敦賀市,,,,49,49,1056,533,523,
statistical_population_data_1155,2022,182028,,福井県,敦賀市,,,,50,50,1011,508,503,
statistical_population_data_1156,2022,182028,,福井県,敦賀市,,,,51,51,930,479,451,
statistical_population_data_1157,2022,182028,,福井県,敦賀市,,,,52,52,879,433,446,
statistical_population_data_1158,2022,182028,,福井県,敦賀市,,,,53,53,876,453,423,
statistical_population_data_1159,2022,182028,,福井県,敦賀市,,,,54,54,861,442,419,
statistical_population_data_1160,2022,182028,,福井県,敦賀市,,,,55,55,899,452,447,
statistical_population_data_1161,2022,182028,,福井県,敦賀市,,,,56,56,620,313,307,
statistical_population_data_1162,2022,182028,,福井県,敦賀市,,,,57,57,842,435,407,
statistical_population_data_1163,2022,182028,,福井県,敦賀市,,,,58,58,848,431,417,
statistical_population_data_1164,2022,182028,,福井県,敦賀市,,,,59,59,798,395,403,
statistical_population_data_1165,2022,182028,,福井県,敦賀市,,,,60,60,834,413,421,
statistical_population_data_1166,2022,182028,,福井県,敦賀市,,,,61,61,792,430,362,
statistical_population_data_1167,2022,182028,,福井県,敦賀市,,,,62,62,800,386,414,
statistical_population_data_1168,2022,182028,,福井県,敦賀市,,,,63,63,864,435,429,
statistical_population_data_1169,2022,182028,,福井県,敦賀市,,,,64,64,787,409,378,
statistical_population_data_1170,2022,182028,,福井県,敦賀市,,,,65,65,771,379,392,
statistical_population_data_1171,2022,182028,,福井県,敦賀市,,,,66,66,899,438,461,
statistical_population_data_1172,2022,182028,,福井県,敦賀市,,,,67,67,880,445,435,
statistical_population_data_1173,2022,182028,,福井県,敦賀市,,,,68,68,815,423,392,
statistical_population_data_1174,2022,182028,,福井県,敦賀市,,,,69,69,903,445,458,
statistical_population_data_1175,2022,182028,,福井県,敦賀市,,,,70,70,900,441,459,
statistical_population_data_1176,2022,182028,,福井県,敦賀市,,,,71,71,911,446,465,
statistical_population_data_1177,2022,182028,,福井県,敦賀市,,,,72,72,1067,500,567,
statistical_population_data_1178,2022,182028,,福井県,敦賀市,,,,73,73,1123,555,568,
statistical_population_data_1179,2022,182028,,福井県,敦賀市,,,,74,74,1053,489,564,
statistical_population_data_1180,2022,182028,,福井県,敦賀市,,,,75,75,937,436,501,
statistical_population_data_1181,2022,182028,,福井県,敦賀市,,,,76,76,529,239,290,
statistical_population_data_1182,2022,182028,,福井県,敦賀市,,,,77,77,572,267,305,
statistical_population_data_1183,2022,182028,,福井県,敦賀市,,,,78,78,671,284,387,
statistical_population_data_1184,2022,182028,,福井県,敦賀市,,,,79,79,686,299,387,
statistical_population_data_1185,2022,182028,,福井県,敦賀市,,,,80,80,646,279,367,
statistical_population_data_1186,2022,182028,,福井県,敦賀市,,,,81,81,569,248,321,
statistical_population_data_1187,2022,182028,,福井県,敦賀市,,,,82,82,505,203,302,
statistical_population_data_1188,2022,182028,,福井県,敦賀市,,,,83,83,430,173,257,
statistical_population_data_1189,2022,182028,,福井県,敦賀市,,,,84,84,471,189,282,
statistical_population_data_1190,2022,182028,,福井県,敦賀市,,,,85,85,453,172,281,
statistical_population_data_1191,2022,182028,,福井県,敦賀市,,,,86,86,451,152,299,
statistical_population_data_1192,2022,182028,,福井県,敦賀市,,,,87,87,399,129,270,
statistical_population_data_1193,2022,182028,,福井県,敦賀市,,,,88,88,349,111,238,
statistical_population_data_1194,2022,182028,,福井県,敦賀市,,,,89,89,319,103,216,
statistical_population_data_1195,2022,182028,,福井県,敦賀市,,,,90,,1511,388,1123,
statistical_population_data_1196,2022,182028,,福井県,敦賀市,,,,0,,63797,31486,32311,
statistical_population_data_1197,2023,182028,,福井県,敦賀市,,,,0,0,363,185,178,
statistical_population_data_1198,2023,182028,,福井県,敦賀市,,,,1,1,414,200,214,
statistical_population_data_1199,2023,182028,,福井県,敦賀市,,,,2,2,450,224,226,
statistical_population_data_1200,2023,182028,,福井県,敦賀市,,,,3,3,428,213,215,
statistical_population_data_1201,2023,182028,,福井県,敦賀市,,,,4,4,426,215,211,
statistical_population_data_1202,2023,182028,,福井県,敦賀市,,,,5,5,481,262,219,
statistical_population_data_1203,2023,182028,,福井県,敦賀市,,,,6,6,522,285,237,
statistical_population_data_1204,2023,182028,,福井県,敦賀市,,,,7,7,518,268,250,
statistical_population_data_1205,2023,182028,,福井県,敦賀市,,,,8,8,536,270,266,
statistical_population_data_1206,2023,182028,,福井県,敦賀市,,,,9,9,556,288,268,
statistical_population_data_1207,2023,182028,,福井県,敦賀市,,,,10,10,570,276,294,
statistical_population_data_1208,2023,182028,,福井県,敦賀市,,,,11,11,558,286,272,
statistical_population_data_1209,2023,182028,,福井県,敦賀市,,,,12,12,600,294,306,
statistical_population_data_1210,2023,182028,,福井県,敦賀市,,,,13,13,604,326,278,
statistical_population_data_1211,2023,182028,,福井県,敦賀市,,,,14,14,579,290,289,
statistical_population_data_1212,2023,182028,,福井県,敦賀市,,,,15,15,623,300,323,
statistical_population_data_1213,2023,182028,,福井県,敦賀市,,,,16,16,616,317,299,
statistical_population_data_1214,2023,182028,,福井県,敦賀市,,,,17,17,629,350,279,
statistical_population_data_1215,2023,182028,,福井県,敦賀市,,,,18,18,564,291,273,
statistical_population_data_1216,2023,182028,,福井県,敦賀市,,,,19,19,604,298,306,
statistical_population_data_1217,2023,182028,,福井県,敦賀市,,,,20,20,613,314,299,
statistical_population_data_1218,2023,182028,,福井県,敦賀市,,,,21,21,610,317,293,
statistical_population_data_1219,2023,182028,,福井県,敦賀市,,,,22,22,684,366,318,
statistical_population_data_1220,2023,182028,,福井県,敦賀市,,,,23,23,559,305,254,
statistical_population_data_1221,2023,182028,,福井県,敦賀市,,,,24,24,613,341,272,
statistical_population_data_1222,2023,182028,,福井県,敦賀市,,,,25,25,602,330,272,
statistical_population_data_1223,2023,182028,,福井県,敦賀市,,,,26,26,589,333,256,
statistical_population_data_1224,2023,182028,,福井県,敦賀市,,,,27,27,540,295,245,
statistical_population_data_1225,2023,182028,,福井県,敦賀市,,,,28,28,546,292,254,
statistical_population_data_1226,2023,182028,,福井県,敦賀市,,,,29,29,551,312,239,
statistical_population_data_1227,2023,182028,,福井県,敦賀市,,,,30,30,613,343,270,
statistical_population_data_1228,2023,182028,,福井県,敦賀市,,,,31,31,552,289,263,
statistical_population_data_1229,2023,182028,,福井県,敦賀市,,,,32,32,575,311,264,
statistical_population_data_1230,2023,182028,,福井県,敦賀市,,,,33,33,652,346,306,
statistical_population_data_1231,2023,182028,,福井県,敦賀市,,,,34,34,649,348,301,
statistical_population_data_1232,2023,182028,,福井県,敦賀市,,,,35,35,607,317,290,
statistical_population_data_1233,2023,182028,,福井県,敦賀市,,,,36,36,691,363,328,
statistical_population_data_1234,2023,182028,,福井県,敦賀市,,,,37,37,686,371,315,
statistical_population_data_1235,2023,182028,,福井県,敦賀市,,,,38,38,731,348,383,
statistical_population_data_1236,2023,182028,,福井県,敦賀市,,,,39,39,731,364,367,
statistical_population_data_1237,2023,182028,,福井県,敦賀市,,,,40,40,747,394,353,
statistical_population_data_1238,2023,182028,,福井県,敦賀市,,,,41,41,729,393,336,
statistical_population_data_1239,2023,182028,,福井県,敦賀市,,,,42,42,783,396,387,
statistical_population_data_1240,2023,182028,,福井県,敦賀市,,,,43,43,793,418,375,
statistical_population_data_1241,2023,182028,,福井県,敦賀市,,,,44,44,764,387,377,
statistical_population_data_1242,2023,182028,,福井県,敦賀市,,,,45,45,836,448,388,
statistical_population_data_1243,2023,182028,,福井県,敦賀市,,,,46,46,855,443,412,
statistical_population_data_1244,2023,182028,,福井県,敦賀市,,,,47,47,960,493,467,
statistical_population_data_1245,2023,182028,,福井県,敦賀市,,,,48,48,969,495,474,
statistical_population_data_1246,2023,182028,,福井県,敦賀市,,,,49,49,967,490,477,
statistical_population_data_1247,2023,182028,,福井県,敦賀市,,,,50,50,1054,531,523,
statistical_population_data_1248,2023,182028,,福井県,敦賀市,,,,51,51,1001,504,497,
statistical_population_data_1249,2023,182028,,福井県,敦賀市,,,,52,52,920,474,446,
statistical_population_data_1250,2023,182028,,福井県,敦賀市,,,,53,53,887,440,447,
statistical_population_data_1251,2023,182028,,福井県,敦賀市,,,,54,54,876,455,421,
statistical_population_data_1252,2023,182028,,福井県,敦賀市,,,,55,55,852,433,419,
statistical_population_data_1253,2023,182028,,福井県,敦賀市,,,,56,56,890,443,447,
statistical_population_data_1254,2023,182028,,福井県,敦賀市,,,,57,57,618,313,305,
statistical_population_data_1255,2023,182028,,福井県,敦賀市,,,,58,58,837,432,405,
statistical_population_data_1256,2023,182028,,福井県,敦賀市,,,,59,59,843,427,416,
statistical_population_data_1257,2023,182028,,福井県,敦賀市,,,,60,60,805,399,406,
statistical_population_data_1258,2023,182028,,福井県,敦賀市,,,,61,61,821,404,417,
statistical_population_data_1259,2023,182028,,福井県,敦賀市,,,,62,62,784,426,358,
statistical_population_data_1260,2023,182028,,福井県,敦賀市,,,,63,63,793,383,410,
statistical_population_data_1261,2023,182028,,福井県,敦賀市,,,,64,64,850,425,425,
statistical_population_data_1262,2023,182028,,福井県,敦賀市,,,,65,65,779,403,376,
statistical_population_data_1263,2023,182028,,福井県,敦賀市,,,,66,66,760,371,389,
statistical_population_data_1264,2023,182028,,福井県,敦賀市,,,,67,67,895,434,461,
statistical_population_data_1265,2023,182028,,福井県,敦賀市,,,,68,68,872,437,435,
statistical_population_data_1266,2023,182028,,福井県,敦賀市,,,,69,69,812,420,392,
statistical_population_data_1267,2023,182028,,福井県,敦賀市,,,,70,70,885,434,451,
statistical_population_data_1268,2023,182028,,福井県,敦賀市,,,,71,71,881,427,454,
statistical_population_data_1269,2023,182028,,福井県,敦賀市,,,,72,72,907,441,466,
statistical_population_data_1270,2023,182028,,福井県,敦賀市,,,,73,73,1042,480,562,
statistical_population_data_1271,2023,182028,,福井県,敦賀市,,,,74,74,1101,540,561,
statistical_population_data_1272,2023,182028,,福井県,敦賀市,,,,75,75,1039,480,559,
statistical_population_data_1273,2023,182028,,福井県,敦賀市,,,,76,76,913,420,493,
statistical_population_data_1274,2023,182028,,福井県,敦賀市,,,,77,77,510,229,281,
statistical_population_data_1275,2023,182028,,福井県,敦賀市,,,,78,78,558,257,301,
statistical_population_data_1276,2023,182028,,福井県,敦賀市,,,,79,79,657,276,381,
statistical_population_data_1277,2023,182028,,福井県,敦賀市,,,,80,80,664,288,376,
statistical_population_data_1278,2023,182028,,福井県,敦賀市,,,,81,81,616,264,352,
statistical_population_data_1279,2023,182028,,福井県,敦賀市,,,,82,82,537,229,308,
statistical_population_data_1280,2023,182028,,福井県,敦賀市,,,,83,83,478,187,291,
statistical_population_data_1281,2023,182028,,福井県,敦賀市,,,,84,84,397,152,245,
statistical_population_data_1282,2023,182028,,福井県,敦賀市,,,,85,85,433,164,269,
statistical_population_data_1283,2023,182028,,福井県,敦賀市,,,,86,86,420,152,268,
statistical_population_data_1284,2023,182028,,福井県,敦賀市,,,,87,87,423,142,281,
statistical_population_data_1285,2023,182028,,福井県,敦賀市,,,,88,88,364,113,251,
statistical_population_data_1286,2023,182028,,福井県,敦賀市,,,,89,89,311,95,216,
statistical_population_data_1287,2023,182028,,福井県,敦賀市,,,,90,,1516,386,1130,
statistical_population_data_1288,2023,182028,,福井県,敦賀市,,,,0,,63039,31110,31929,
